url, type
"https://www.imdb.com/title/tt0111161/?ref_=chttp_t_1", "movie"
"https://www.imdb.com/title/tt0068646/?ref_=chttp_t_2", "movie"
"https://www.imdb.com/title/tt0468569/?ref_=chttp_t_3", "movie"
"https://www.imdb.com/title/tt0071562/?ref_=chttp_t_4", "movie"
"https://www.imdb.com/title/tt0050083/?ref_=chttp_t_5", "movie"
"https://www.imdb.com/title/tt0167260/?ref_=chttp_t_6", "movie"
"https://www.imdb.com/title/tt0108052/?ref_=chttp_t_7", "movie"
"https://www.imdb.com/title/tt0110912/?ref_=chttp_t_8", "movie"
"https://www.imdb.com/title/tt0120737/?ref_=chttp_t_9", "movie"
"https://www.imdb.com/title/tt0060196/?ref_=chttp_t_10", "movie"
"https://www.imdb.com/list/ls594469687/?ref_=tt_urls_1", "user_list"
"https://www.imdb.com/list/ls594384499/?ref_=tt_urls_2", "user_list"
"https://www.imdb.com/list/ls560277813/?ref_=tt_urls_3", "user_list"
"https://www.imdb.com/list/ls599033979/?ref_=tt_urls_4", "user_list"
"https://www.imdb.com/list/ls596085104/?ref_=tt_urls_5", "user_list"
"https://www.imdb.com/list/ls590289314/?ref_=tt_urls_6", "user_list"
"https://www.imdb.com/list/ls541382956/?ref_=tt_urls_2", "user_list"
"https://www.imdb.com/list/ls594225147/?ref_=tt_urls_3", "user_list"
"https://www.imdb.com/list/ls594384499/?ref_=tt_urls_4", "user_list"
"https://www.imdb.com/list/ls596349312/?ref_=tt_urls_5", "user_list"
"https://www.imdb.com/name/nm0005212/?ref_=tt_ov_3_3", "person"
"https://www.imdb.com/name/nm0001557/?ref_=tt_ov_3_2", "person"
"https://www.imdb.com/name/nm0000704/?ref_=tt_ov_3_1", "person"
"https://www.imdb.com/name/nm0000842/?ref_=tt_ov_3_3", "person"
"https://www.imdb.com/name/nm0002011/?ref_=tt_ov_3_2", "person"
"https://www.imdb.com/name/nm0000020/?ref_=tt_ov_3_1", "person"
"https://www.imdb.com/name/nm0001173/?ref_=tt_ov_3_3", "person"
"https://www.imdb.com/name/nm0005132/?ref_=tt_ov_3_2", "person"
"https://www.imdb.com/name/nm0000288/?ref_=tt_ov_3_1", "person"
"https://www.imdb.com/name/nm0001001/?ref_=tt_ov_3_3", "person"
"https://www.imdb.com/video/vi3844055833/?ref_=ttvg_vi_11", "video"
"https://www.imdb.com/video/vi3860833049/?ref_=ttvg_vi_10", "video"
"https://www.imdb.com/video/vi3877610265/?ref_=ttvg_vi_9", "video"
"https://www.imdb.com/video/vi402694937/?ref_=ttvg_vi_8", "video"
"https://www.imdb.com/video/vi1923201561/?ref_=ttvg_vi_7", "video"
"https://www.imdb.com/video/vi633911833/?ref_=ttvg_vi_6", "video"
"https://www.imdb.com/video/vi2108539673/?ref_=ttvg_vi_5", "video"
"https://www.imdb.com/video/vi718127897/?ref_=ttvg_vi_4", "video"
"https://www.imdb.com/video/vi998032153/?ref_=ttvg_vi_3", "video"
"https://www.imdb.com/video/vi1818739225/?ref_=ttvg_vi_2", "video"
"https://www.imdb.com/news/ni65344975/?ref_=nwc_art_perm", "news_article"
"https://www.imdb.com/news/ni65345115/?ref_=nwc_art_perm", "news_article"
"https://www.imdb.com/news/ni65345156/?ref_=nwc_art_perm", "news_article"
"https://www.imdb.com/news/ni64301671/?ref_=nwc_art_perm", "news_article"
"https://www.imdb.com/news/ni65341396/?ref_=nwc_art_perm", "news_article"
"https://www.imdb.com/news/ni65341934/?ref_=nwc_art_perm", "news_article"
"https://www.imdb.com/news/ni65342234/?ref_=nwc_art_perm", "news_article"
"https://www.imdb.com/news/ni65342416/?ref_=hm_tpnw_tp_5", "news_article"
"https://www.imdb.com/news/ni65342415/?ref_=hm_tpnw_tp_4", "news_article"
"https://www.imdb.com/news/ni65344473/?ref_=hm_tpnw_tp_3", "news_article"
