url, type
"https://www.amazon.com/s?k=gaming", "search"
"https://www.amazon.com/s?k=cleaning+tools", "search"
"https://www.amazon.com/s?k=cooker", "search"
"https://www.amazon.com/s?k=Jeans", "search"
"https://www.amazon.com/s?k=home+improvement", "search"
"https://www.amazon.com/s?k=Knits+clothing", "search"
"https://www.amazon.com/s?k=Dinnerware+%26+accessories", "search"
"https://www.amazon.com/s?k=headphones", "search"
"https://www.amazon.com/s?k=kitchen", "search"
"https://www.amazon.com/s?k=laptops", "search"
"https://www.amazon.com/ZELUS-Weighted-Reflective-Strength-Weightlifting/dp/B07518RBH2/", "product"
"https://www.amazon.com/Stanley-IceFlow-Stainless-Steel-Tumbler/dp/B0CSF47VXR/", "product"
"https://www.amazon.com/Amazon-Basics-Neoprene-10-Pounds-Kilograms/dp/B01LR5RO5U/", "product"
"https://www.amazon.com/Roadbox-Protection-Outdoor-Dri-fit-Rashguard/dp/B07PLJR3H7/", "product"
"https://www.amazon.com/Rainleaf-Microfiber-Perfect-Travel-Sports/dp/B01K1TX77W/", "product"
"https://www.amazon.com/Resistance-Exercise-Bands-Booty/dp/B08DLXZKF7/", "product"
"https://www.amazon.com/Owala-Insulated-Stainless-BPA-Free-Celestial/dp/B0CRC73JTS/", "product"
"https://www.amazon.com/AmazonBasics-Extra-Thick-Exercise-Carrying/dp/B01LP0U5X0/", "product"
"https://www.amazon.com/Franklin-Sports-X-40-Pickleballs-Approved/dp/B06XTW1BND/", "product"
"https://www.amazon.com/Speedo-Unisex-Child-Goggles-Yarrow-Vermillion/dp/B0BR7JQH6W/", "product"
"https://www.amazon.com/s?i=specialty-aps&bbn=16225009011&rh=n%3A%252116225009011%2Cn%3A281407", "category"
"https://www.amazon.com/s?i=specialty-aps&bbn=16225009011&rh=n%3A%252116225009011%2Cn%3A502394", "category"
"https://www.amazon.com/s?i=specialty-aps&bbn=16225009011&rh=n%3A%252116225009011%2Cn%3A3248684011", "category"
"https://www.amazon.com/s?i=specialty-aps&bbn=16225009011&rh=n%3A%252116225009011%2Cn%3A2811119011", "category"
"https://www.amazon.com/s?i=specialty-aps&bbn=16225009011&rh=n%3A%252116225009011%2Cn%3A541966", "category"
"https://www.amazon.com/s?i=specialty-aps&bbn=16225009011&rh=n%3A%252116225009011%2Cn%3A172526", "category"
"https://www.amazon.com/s?i=specialty-aps&bbn=16225009011&rh=n%3A%252116225009011%2Cn%3A172541", "category"
"https://www.amazon.com/s?i=specialty-aps&bbn=16225009011&rh=n%3A%252116225009011%2Cn%3A172574", "category"
"https://www.amazon.com/s?i=specialty-aps&bbn=16225009011&rh=n%3A%252116225009011%2Cn%3A172623", "category"
"https://www.amazon.com/s?i=specialty-aps&bbn=16225009011&rh=n%3A%252116225009011%2Cn%3A524136", "category"
"https://www.amazon.com/stores/BAGAIL/page/81E55272-2851-4EA5-B2EB-7A79AF82CE79", "store"
"https://www.amazon.com/stores/EHEYCIGA/page/1F9B6892-A0D8-4C06-B4AB-D54F05F5C38A", "store"
"https://www.amazon.com/stores/Molasus/page/F1796EB9-87EE-4D77-9E5A-2BF1DB7D0A93", "store"
"https://www.amazon.com/stores/EverlastingComfort/page/73874DA8-1CBE-46B9-B7B9-01111A03C0B6", "store"
"https://www.amazon.com/stores/WOLFBOX/page/CFE0BA86-D6D8-49A6-ADF3-0A8DE64A88E6", "store"
"https://www.amazon.com/stores/page/869CF3D1-8B35-43A4-BA69-C363C9010E9D", "store"
"https://www.amazon.com/stores/CRAFTSMAN/page/1856ED19-1C90-48CA-A5F8-54FC2B6B4F6F?is_byline_deeplink=true", "store"
"https://www.amazon.com/stores/LOAAO/page/447459EE-AEA3-4A32-80F9-4CE747125952", "store"
"https://www.amazon.com/stores/CGKUnlimited/page/CA071EDA-0C04-4402-A063-7575C165AA1C", "store"
"https://www.amazon.com/stores/Falechay/page/22B2C144-D8EB-4E98-9EDD-2B484AF64CA5", "store"
